-7, -4, 11
-30, -7, -233
-8, -20, 4
-10, 16, 2
-4, -49, 19
-14, -26, -3
-30, -4, -240
-28, -11, 33
23, -24, -10
-28, 26, 6
1, 9, -1
-31, -22, -11
5, 17, 26
-39, -10, 18
-16, 7, 10
-18, -16, -26
18, 22, 14
-13, 0, -12
-17, -8, -1
0, -45, 9
-9, -5, 3
9, -51, 6
18, -23, -19
-35, -1, -24
19, -53, -246
-38, -5, 5
-13, -52, 13
-7, -18, -11
7, -15, 31
12, -13, 29
-20, 15, 26
-25, -58, 12
12, -65, 23
6, -3, 27
-19, -16, 6
1, 13, 13
-14, -10, -5
7, -254, 13
-26, -17, 252
-4, -10, 8
5, -24, -8
18, -16, 22
-4, -40, -25
-7, -3, 250
2, -14, 22
-32, -27, 21
-25, -5, 6
-26, -7, 13
-21, 28, -1
-19, -31, 7
-9, 26, 5
19, -29, 0
-15, -24, 16
-25, -17, 242
-12, 2, -19
-22, -24, -5
-14, -30, 31
-4, -26, 10
-20, -54, -253
-2, -34, 38
-29, -7, 22
-5, -32, 14
-13, -239, -6
-10, -4, 6
32, -36, -35
-6, -20, 14
-37, -20, 19
-8, 7, 4
4, 4, 240
2, -55, 15
-7, -13, 47
23, -50, -12
-18, -17, -26
-2, -32, 21
-15, -26, 3
-27, -40, 12
13, -21, 21
-13, 243, 0
-48, -15, -13
0, -27, -4
-10, -40, -7
2, -24, 20
-17, -34, -9
-12, 10, 13
-20, -14, -5
-12, -28, 17
-16, -42, 12
4, -9, -2
5, -40, 213
-2, -27, 27
-25, -30, 4
-26, -42, -22
-4, -5, -32
15, -6, -236
5, -42, 21
-27, -32, 24
-20, 2, -5
-17, 11, 20
-6, -46, 2
10, 1, -13
-1, -14, -23
-16, 16, 18
-28, -51, 1
-27, -34, 15
1, -45, -2
-35, -4, 20
7, 5, -8
13, -19, 12
-6, 10, 5
26, -52, -2
24, -48, 2
4, -1, -8
-33, 38, 34
10, -11, 7
-18, -26, 42
-6, -31, -5
-41, -2, -236
-25, -48, 9
24, -78, 19
-20, 7, 17
-17, -38, 18
-9, -6, 19
-31, 18, 2
11, 3, -28
-20, -6, 3
-2, -2, 19
18, -23, 236
-6, -30, -16
-26, 2, -13
-42, -8, 22
-5, -4, -2
1, -21, -247
-1, 3, 10
-12, -28, -27
-15, -29, 0
-28, -10, -20
3, 1, -235
-5, -29, 26
-7, -59, -14
9, -30, 5
-21, 13, 22
-5, -9, 24
-18, -15, 27
8, -6, 12
-9, -9, 10
-25, 6, 29
5, -66, 1
6, -11, -2
-4, -46, 39
18, -3, -1
13, 20, -8
13, -26, 18
-20, -6, 4
-9, -19, -8
4, -18, 44
-28, 21, -1
-5, -48, 11
-16, 19, 8
-18, -29, -12
-20, -22, 21
-23, 13, 8
6, -28, -20
-13, -24, 4
-13, -8, -12
-25, -29, 9
-4, -22, 29
-10, -4, -250
-16, 3, 24
-29, -6, 5
-1, -34, 9
-32, 3, 36
-12, -33, -241
-2, -27, -8
-13, 3, 8
12, -33, -10
11, 24, 5
-3, -46, -9
-9, -27, 12
-6, -62, -20
14, -44, 26
-23, 18, 26
3, -23, -10
-10, 16, 15
-9, -7, 15
-24, -27, -3
-14, 10, 38
-3, -25, 5
2, -33, -3
-5, -12, 21
-18, -20, 19
-21, -57, 11
-18, 21, -24
-9, -10, 236
-11, 0, 18
-1, -4, -15
-2, -8, 10
12, -25, 0
-36, -5, 43
-15, -29, 15
4, -60, 15
-23, -24, 13
9, -22, 5
10, -13, 16
-4, -26, -12
13, -30, -33
-35, 2, -241
-21, 36, 39
-22, -19, 13
-9, -23, -3
8, -17, 15
-12, -24, 6
-13, 4, 14
-3, -1, -12
7, -14, -6
-38, -6, 11
-22, -33, 2
-36, -14, 5
1, -56, -12
-11, -51, -11
-8, -45, 18
-7, -5, 31
-21, -26, 0
-17, -39, 25
-26, 8, 27
14, 7, 51
10, -10, -6
-4, -19, -6
-44, -10, 26
3, -6, 25
-31, 16, 3
-28, -11, 1
-22, -9, -20
-16, -18, 16
-3, -14, 61
-11, -10, 46
