-14, 973, -26
-11, 970, -16
-15, 975, -22
-13, 973, -22
-15, 974, -22
-16, 976, -22
-11, 974, -23
-10, 976, -27
-11, 976, -21
-14, 972, -21
-15, 975, -21
-14, 973, -23
-8, 974, -23
-20, 974, -29
-13, 973, -20
-11, 971, -21
-19, 973, -18
-11, 975, -17
-14, 973, -26
-14, 973, -18
-13, 974, -22
-10, 975, -22
-13, 973, -21
-13, 973, -24
-14, 976, -23
-13, 972, -21
-15, 972, -23
-12, 975, -21
-16, 974, -22
-12, 975, -19
-13, 974, -21
-14, 971, -23
-10, 973, -20
-14, 974, -20
-16, 973, -24
-10, 973, -24
-14, 973, -19
-12, 974, -22
-13, 974, -22
-11, 972, -23
-11, 974, -18
-11, 972, -22
-14, 974, -22
-11, 975, -27
-13, 974, -23
-12, 971, -25
-12, 972, -23
-12, 974, -20
-13, 976, -21
-12, 975, -22
-13, 972, -21
-13, 970, -22
-13, 974, -24
-12, 974, -25
-15, 971, -23
-12, 973, -21
-16, 975, -22
-14, 976, -22
-13, 974, -19
-14, 971, -25
-9, 973, -22
-12, 972, -21
-14, 975, -25
-14, 973, -22
-13, 972, -21
-13, 975, -24
-15, 974, -23
-13, 974, -22
-16, 972, -22
-15, 973, -27
-14, 974, -22
-11, 975, -25
-12, 973, -22
-14, 973, -18
-13, 974, -24
-15, 972, -22
-15, 975, -22
-14, 974, -22
-14, 975, -22
-14, 972, -19
-14, 972, -23
-13, 972, -20
-14, 975, -23
-13, 973, -22
-12, 975, -21
-14, 974, -24
-12, 973, -24
-12, 974, -21
-14, 972, -17
-11, 972, -18
-16, 974, -24
-16, 974, -22
-13, 973, -21
-12, 974, -24
-14, 972, -22
-12, 972, -18
-11, 971, -21
-13, 975, -23
-13, 974, -23
-14, 976, -21
-13, 974, -22
-12, 974, -24
-14, 973, -22
-13, 973, -25
-11, 974, -22
-12, 977, -31
-14, 974, -22
-13, 972, -19
-14, 975, -20
-13, 974, -22
-12, 973, -23
-13, 973, -22
-14, 972, -22
-11, 974, -22
-14, 974, -21
-14, 973, -23
-12, 975, -21
-13, 974, -24
-13, 976, -22
-14, 972, -19
-13, 972, -18
-12, 974, -24
-11, 974, -26
-14, 974, -19
-12, 976, -21
-12, 975, -24
-13, 973, -21
-11, 975, -22
-11, 973, -20
-13, 974, -22
-15, 974, -22
-13, 973, -20
-14, 972, -18
-13, 976, -22
-11, 973, -23
-16, 975, -22
-14, 974, -24
-13, 974, -23
-14, 972, -21
