0, 965, -148
24, 971, -154
-11, 947, -136
-5, 977, -148
6, 953, -154
-5, 947, -130
6, 971, -148
0, 941, -148
-5, 965, -148
-11, 971, -154
-11, 953, -160
-11, 953, -142
0, 983, -154
12, 971, -154
18, 941, -148
6, 959, -148
-5, 971, -154
0, 953, -154
12, 965, -160
-5, 977, -142
0, 971, -160
0, 953, -142
12, 977, -154
-11, 953, -160
-11, 953, -142
-5, 965, -148
-5, 953, -154
-5, 971, -160
0, 971, -148
12, 953, -148
12, 965, -154
6, 965, -154
0, 959, -148
0, 965, -148
12, 965, -167
6, 977, -167
12, 959, -154
-5, 953, -167
6, 983, -167
6, 953, -161
12, 971, -148
0, 959, -148
-5, 953, -154
6, 953, -130
6, 971, -148
-5, 953, -148
12, 947, -167
-5, 977, -167
0, 977, -179
-5, 953, -142
12, 953, -167
0, 971, -154
12, 971, -142
6, 959, -142
12, 983, -142
0, 971, -154
0, 965, -167
6, 959, -154
6, 953, -154
-5, 971, -160
-11, 971, -136
0, 959, -167
6, 959, -161
12, 971, -154
0, 959, -148
6, 965, -142
-5, 971, -148
6, 971, -167
-5, 965, -148
6, 959, -142
24, 965, -167
0, 959, -160
0, 953, -173
-5, 971, -148
-5, 965, -154
6, 959, -167
0, 977, -160
-5, 977, -161
-5, 953, -148
12, 977, -154
6, 977, -167
6, 959, -167
0, 977, -192
0, 959, -161
-11, 959, -173
-11, 977, -161
6, 953, -179
0, 953, -179
-11, 983, -160
6, 959, -173
-11, 965, -167
-11, 983, -173
0, 965, -179
12, 953, -185
18, 953, -173
0, 983, -160
24, 965, -160
-11, 953, -167
12, 971, -142
0, 965, -173
6, 971, -160
-5, 965, -161
-5, 977, -161
-5, 971, -154
0, 965, -179
6, 977, -179
-5, 971, -173
0, 953, -167
6, 935, -173
6, 971, -173
-11, 977, -161
6, 953, -160
-17, 959, -160
-11, 959, -161
-5, 971, -167
12, 965, -173
0, 977, -179
12, 959, -160
-5, 988, -173
24, 971, -185
-5, 965, -167
0, 971, -167
-11, 959, -173
-5, 953, -160
-5, 965, -167
12, 994, -167
-11, 959, -185
-5, 947, -160
6, 965, -173
-5, 977, -167
-11, 947, -167
-11, 965, -148
-5, 953, -179
-17, 953, -167
0, 983, -173
6, 971, -148
-5, 965, -160
0, 965, -167
-5, 971, -179
-5, 953, -167
-17, 959, -154
0, 988, -161
12, 965, -167
-5, 959, -173
-11, 977, -179
-5, 965, -173
-5, 947, -167
-5, 965, -161
-5, 959, -173
-17, 947, -185
-11, 959, -160
-11, 977, -179
12, 959, -167
-11, 953, -179
-5, 953, -167
-11, 977, -185
-11, 953, -185
-5, 977, -167
0, 959, -167
-5, 935, -185
0, 971, -179
6, 965, -179
0, 959, -160
6, 959, -179
0, 977, -167
6, 947, -173
6, 953, -173
-5, 965, -167
0, 965, -167
6, 959, -154
6, 965, -173
-5, 965, -192
-5, 959, -173
