932, 23, -52
937, 24, -55
930, 26, -50
930, 34, -48
929, 25, -37
933, 22, -47
926, 35, -68
933, 31, -44
930, 29, -56
929, 30, -54
926, 18, -26
935, 18, -51
931, 24, -33
927, 34, -45
938, 25, -33
935, 10, -54
935, 24, -40
935, 14, -52
929, 12, -38
935, 15, -51
931, 16, -47
931, 14, -30
933, 14, -27
934, 16, -52
934, 14, -50
937, -15, -52
929, 20, -48
935, 14, -49
939, 20, -49
935, 18, -67
932, 12, -40
933, 16, -47
932, 13, -55
934, 13, -43
933, 15, -50
933, 16, -50
932, 16, -45
934, 17, -54
931, 17, -49
933, 19, -42
934, 15, -50
933, 15, -51
933, 17, -47
933, 14, -46
932, 16, -48
932, 17, -50
932, 15, -46
933, 16, -46
933, 15, -49
930, 18, -50
933, 15, -47
932, 16, -48
933, 15, -48
931, 15, -47
933, 16, -48
932, 17, -49
933, 15, -49
933, 16, -48
933, 16, -47
933, 17, -49
933, 14, -48
932, 15, -50
930, 16, -47
934, 16, -47
934, 14, -46
934, 13, -46
930, 14, -49
933, 15, -48
933, 18, -50
931, 17, -46
933, 15, -46
933, 17, -50
933, 17, -47
935, 14, -48
934, 15, -44
933, 16, -51
935, 14, -46
933, 17, -45
933, 14, -47
931, 15, -49
932, 15, -49
933, 14, -45
934, 16, -48
934, 15, -45
932, 15, -47
933, 18, -49
934, 16, -52
930, 32, -40
932, 8, -49
933, 17, -53
934, 9, -42
932, 12, -49
934, 19, -51
930, 13, -43
932, 19, -46
931, 19, -48
931, 14, -47
932, 15, -50
934, 14, -51
934, 14, -49
932, 17, -45
932, 22, -53
931, 13, -41
935, 18, -52
934, 14, -49
933, 15, -43
931, 15, -51
934, 17, -47
932, 14, -44
932, 18, -53
931, 19, -46
933, 15, -45
932, 18, -50
933, 18, -47
931, 14, -47
934, 16, -49
932, 16, -49
932, 16, -49
935, 16, -48
932, 16, -49
933, 16, -48
931, 13, -47
934, 16, -51
934, 16, -46
931, 16, -44
933, 16, -49
931, 18, -48
933, 16, -45
